MPIO_CNMBR,DPTO_CNMBR,MPIO_CDPMP,pob_dane_2025,Hab_km2_2025,Tp_Ru_2025,Desc,Muni_Nom_Cruce,Nivel_Castigo
SAN JOSÉ DE MIRANDA,SANTANDER,68684,4489,596.0,2,Intermedio,San Jose De Miranda,2.0
SAN MIGUEL,SANTANDER,68686,2711,381.0,3,Rural,San Miguel,2.0
SAN VICENTE DE CHUCURÍ,SANTANDER,68689,37031,332.0,3,Rural,San Vicente De Chucuri,2.0
SANTA BÁRBARA,SANTANDER,68705,2532,115.0,3,Rural,Santa Barbara,2.0
SANTA HELENA DEL OPÓN,SANTANDER,68720,3601,96.0,4,Rural Disperso,Santa Helena Del Opon,3.0
SIMACOTA,SANTANDER,68745,10882,120.0,3,Rural,Simacota,2.0
SOCORRO,SANTANDER,68755,36199,2832.0,1,Ciudades y Aglomeraciones,Socorro,2.0
SUAITA,SANTANDER,68770,10783,381.0,3,Rural,Suaita,2.0
SUCRE,SANTANDER,68773,7643,146.0,3,Rural,Sucre,3.0
SURATÁ,SANTANDER,68780,4167,115.0,3,Rural,Surata,3.0
TONA,SANTANDER,68820,7718,233.0,3,Rural,Tona,2.0
VALLE DE SAN JOSÉ,SANTANDER,68855,6444,795.0,2,Intermedio,Valle De San Jose,2.0
VÉLEZ,SANTANDER,68861,26504,592.0,2,Intermedio,Velez,2.0
VETAS,SANTANDER,68867,2388,258.0,3,Rural,Vetas,2.0
VILLANUEVA,SANTANDER,68872,8875,909.0,2,Intermedio,Villanueva,2.0
ZAPATOCA,SANTANDER,68895,10094,277.0,3,Rural,Zapatoca,2.0
SINCELEJO,SUCRE,70001,317629,11351.0,1,Ciudades y Aglomeraciones,Sincelejo,2.0
BUENAVISTA,SUCRE,70110,11469,783.0,2,Intermedio,Buenavista,2.0
CAIMITO,SUCRE,70124,17392,422.0,3,Rural,Caimito,2.0
COLOSÓ,SUCRE,70204,9522,726.0,2,Intermedio,Coloso,3.0
COROZAL,SUCRE,70215,72063,2521.0,1,Ciudades y Aglomeraciones,Corozal,2.0
COVEÑAS,SUCRE,70221,21626,3827.0,1,Ciudades y Aglomeraciones,Covenas,2.0
CHALÁN,SUCRE,70230,4897,585.0,2,Intermedio,Chalan,3.0
EL ROBLE,SUCRE,70233,10551,532.0,2,Intermedio,El Roble,2.0
GALERAS,SUCRE,70235,24801,771.0,2,Intermedio,Galeras,2.0
GUARANDA,SUCRE,70265,19364,535.0,2,Intermedio,Guaranda,2.0
LA UNIÓN,SUCRE,70400,14662,631.0,2,Intermedio,La Union,2.0
LOS PALMITOS,SUCRE,70418,25179,1267.0,1,Ciudades y Aglomeraciones,Los Palmitos,3.0
MAJAGUAL,SUCRE,70429,42660,505.0,2,Intermedio,Majagual,2.0
MORROA,SUCRE,70473,16734,985.0,2,Intermedio,Morroa,3.0
OVEJAS,SUCRE,70508,24361,530.0,2,Intermedio,Ovejas,3.0
PALMITO,SUCRE,70523,16630,953.0,2,Intermedio,Palmito,3.0
SAMPUÉS,SUCRE,70670,53829,2518.0,1,Ciudades y Aglomeraciones,Sampues,2.0
SAN BENITO ABAD,SUCRE,70678,31633,212.0,3,Rural,San Benito Abad,2.0
SAN JUAN DE BETULIA,SUCRE,70702,14615,869.0,2,Intermedio,San Juan De Betulia,2.0
SAN MARCOS,SUCRE,70708,62967,649.0,2,Intermedio,San Marcos,2.0
SAN ONOFRE,SUCRE,70713,57776,559.0,2,Intermedio,San Onofre,3.0
SAN PEDRO,SUCRE,70717,20515,963.0,2,Intermedio,San Pedro,2.0
SAN LUIS DE SINCÉ,SUCRE,70742,33783,807.0,2,Intermedio,San Luis De Since,2.0
SUCRE,SUCRE,70771,33360,295.0,3,Rural,Sucre,2.0
SANTIAGO DE TOLÚ,SUCRE,70820,35167,1163.0,1,Ciudades y Aglomeraciones,Santiago De Tolu,2.0
SAN JOSÉ DE TOLUVIEJO,SUCRE,70823,23641,830.0,2,Intermedio,San Jose De Toluviejo,3.0
IBAGUÉ,TOLIMA,73001,546003,3966.0,1,Ciudades y Aglomeraciones,Ibague,2.0
ALPUJARRA,TOLIMA,73024,4755,95.0,4,Rural Disperso,Alpujarra,3.0
ALVARADO,TOLIMA,73026,9402,273.0,3,Rural,Alvarado,3.0
AMBALEMA,TOLIMA,73030,6929,291.0,3,Rural,Ambalema,2.0
ANZOÁTEGUI,TOLIMA,73043,10639,227.0,3,Rural,Anzoategui,3.0
ARMERO,TOLIMA,73055,13630,309.0,3,Rural,Armero,2.0
ATACO,TOLIMA,73067,20204,199.0,3,Rural,Ataco,3.0
CAJAMARCA,TOLIMA,73124,19520,384.0,3,Rural,Cajamarca,3.0
CARMEN DE APICALÁ,TOLIMA,73148,11267,590.0,2,Intermedio,Carmen De Apicala,2.0
CASABIANCA,TOLIMA,73152,6469,370.0,3,Rural,Casabianca,3.0
CHAPARRAL,TOLIMA,73168,55128,262.0,3,Rural,Chaparral,3.0
COELLO,TOLIMA,73200,8575,250.0,3,Rural,Coello,2.0
COYAIMA,TOLIMA,73217,23736,355.0,3,Rural,Coyaima,2.0
CUNDAY,TOLIMA,73226,8824,174.0,3,Rural,Cunday,2.0
DOLORES,TOLIMA,73236,8701,133.0,3,Rural,Dolores,3.0
ESPINAL,TOLIMA,73268,75639,3494.0,1,Ciudades y Aglomeraciones,Espinal,2.0
FALAN,TOLIMA,73270,8000,441.0,3,Rural,Falan,2.0
FLANDES,TOLIMA,73275,30466,3148.0,1,Ciudades y Aglomeraciones,Flandes,2.0
FRESNO,TOLIMA,73283,32313,1471.0,1,Ciudades y Aglomeraciones,Fresno,2.0
GUAMO,TOLIMA,73319,35079,694.0,2,Intermedio,Guamo,2.0
HERVEO,TOLIMA,73347,7743,240.0,3,Rural,Herveo,3.0
HONDA,TOLIMA,73349,26269,862.0,2,Intermedio,Honda,2.0
ICONONZO,TOLIMA,73352,12700,590.0,2,Intermedio,Icononzo,2.0
LÉRIDA,TOLIMA,73408,18848,693.0,2,Intermedio,Lerida,3.0
LÍBANO,TOLIMA,73411,38239,1355.0,1,Ciudades y Aglomeraciones,Libano,2.0
SAN SEBASTIÁN DE MARIQUITA,TOLIMA,73443,39696,1354.0,1,Ciudades y Aglomeraciones,San Sebastian De Mariquita,2.0
MELGAR,TOLIMA,73449,38299,1894.0,1,Ciudades y Aglomeraciones,Melgar,2.0
MURILLO,TOLIMA,73461,4499,106.0,3,Rural,Murillo,3.0
NATAGAIMA,TOLIMA,73483,14994,174.0,3,Rural,Natagaima,2.0
ORTEGA,TOLIMA,73504,34958,367.0,3,Rural,Ortega,3.0
PALOCABILDO,TOLIMA,73520,9821,1511.0,1,Ciudades y Aglomeraciones,Palocabildo,2.0
PIEDRAS,TOLIMA,73547,7102,200.0,3,Rural,Piedras,2.0
PLANADAS,TOLIMA,73555,27601,157.0,3,Rural,Planadas,3.0
PRADO,TOLIMA,73563,8860,209.0,3,Rural,Prado,3.0
PURIFICACIÓN,TOLIMA,73585,24185,601.0,2,Intermedio,Purificacion,2.0
RIOBLANCO,TOLIMA,73616,23540,115.0,3,Rural,Rioblanco,3.0
RONCESVALLES,TOLIMA,73622,5673,73.0,4,Rural Disperso,Roncesvalles,3.0
ROVIRA,TOLIMA,73624,22594,306.0,3,Rural,Rovira,3.0
SALDAÑA,TOLIMA,73671,15013,777.0,2,Intermedio,Saldana,2.0
SAN ANTONIO,TOLIMA,73675,13592,355.0,3,Rural,San Antonio,3.0
SAN LUIS,TOLIMA,73678,13541,329.0,3,Rural,San Luis,2.0
SANTA ISABEL,TOLIMA,73686,5837,216.0,3,Rural,Santa Isabel,3.0
SUÁREZ,TOLIMA,73770,3973,209.0,3,Rural,Suarez,2.0
VALLE DE SAN JUAN,TOLIMA,73854,5559,281.0,3,Rural,Valle De San Juan,2.0
VENADILLO,TOLIMA,73861,13324,398.0,3,Rural,Venadillo,3.0
VILLAHERMOSA,TOLIMA,73870,9842,353.0,3,Rural,Villahermosa,3.0
VILLARRICA,TOLIMA,73873,5245,122.0,3,Rural,Villarrica,3.0
CALI,VALLE DEL CAUCA,76001,2285099,40663.0,1,Ciudades y Aglomeraciones,Cali,1.0
ALCALÁ,VALLE DEL CAUCA,76020,14929,2396.0,1,Ciudades y Aglomeraciones,Alcala,2.0
ANDALUCÍA,VALLE DEL CAUCA,76036,23054,2090.0,1,Ciudades y Aglomeraciones,Andalucia,2.0
ANSERMANUEVO,VALLE DEL CAUCA,76041,18399,603.0,2,Intermedio,Ansermanuevo,3.0
ARGELIA,VALLE DEL CAUCA,76054,5558,613.0,2,Intermedio,Argelia,3.0
BOLÍVAR,VALLE DEL CAUCA,76100,16496,222.0,3,Rural,Bolivar,3.0
BUENAVENTURA,VALLE DEL CAUCA,76109,324644,517.0,2,Intermedio,Buenaventura,3.0
GUADALAJARA DE BUGA,VALLE DEL CAUCA,76111,133907,1623.0,1,Ciudades y Aglomeraciones,Guadalajara De Buga,2.0
BUGALAGRANDE,VALLE DEL CAUCA,76113,26208,661.0,2,Intermedio,Bugalagrande,2.0
CAICEDONIA,VALLE DEL CAUCA,76122,29646,1777.0,1,Ciudades y Aglomeraciones,Caicedonia,3.0
CALIMA,VALLE DEL CAUCA,76126,19461,246.0,3,Rural,Calima,3.0
CANDELARIA,VALLE DEL CAUCA,76130,94202,3183.0,1,Ciudades y Aglomeraciones,Candelaria,2.0
CARTAGO,VALLE DEL CAUCA,76147,143522,5788.0,1,Ciudades y Aglomeraciones,Cartago,2.0
DAGUA,VALLE DEL CAUCA,76233,49864,545.0,2,Intermedio,Dagua,3.0
EL ÁGUILA,VALLE DEL CAUCA,76243,9185,490.0,3,Rural,El Aguila,3.0
EL CAIRO,VALLE DEL CAUCA,76246,7059,330.0,3,Rural,El Cairo,3.0
EL CERRITO,VALLE DEL CAUCA,76248,58042,1315.0,1,Ciudades y Aglomeraciones,El Cerrito,2.0
EL DOVIO,VALLE DEL CAUCA,76250,9246,393.0,3,Rural,El Dovio,3.0
FLORIDA,VALLE DEL CAUCA,76275,58566,1460.0,1,Ciudades y Aglomeraciones,Florida,3.0
GINEBRA,VALLE DEL CAUCA,76306,25186,938.0,2,Intermedio,Ginebra,2.0
GUACARÍ,VALLE DEL CAUCA,76318,35614,2195.0,1,Ciudades y Aglomeraciones,Guacari,2.0
JAMUNDÍ,VALLE DEL CAUCA,76364,181942,2898.0,1,Ciudades y Aglomeraciones,Jamundi,2.0
LA CUMBRE,VALLE DEL CAUCA,76377,17397,683.0,2,Intermedio,La Cumbre,2.0
LA UNIÓN,VALLE DEL CAUCA,76400,34788,2882.0,1,Ciudades y Aglomeraciones,La Union,2.0
LA VICTORIA,VALLE DEL CAUCA,76403,12511,473.0,3,Rural,La Victoria,2.0
OBANDO,VALLE DEL CAUCA,76497,12663,590.0,2,Intermedio,Obando,2.0
PALMIRA,VALLE DEL CAUCA,76520,359888,3586.0,1,Ciudades y Aglomeraciones,Palmira,2.0
PRADERA,VALLE DEL CAUCA,76563,49487,1389.0,1,Ciudades y Aglomeraciones,Pradera,3.0
RESTREPO,VALLE DEL CAUCA,76606,16596,1212.0,1,Ciudades y Aglomeraciones,Restrepo,2.0
RIOFRÍO,VALLE DEL CAUCA,76616,16014,521.0,2,Intermedio,Riofrio,3.0
ROLDANILLO,VALLE DEL CAUCA,76622,37806,1606.0,1,Ciudades y Aglomeraciones,Roldanillo,3.0
SAN PEDRO,VALLE DEL CAUCA,76670,18196,901.0,2,Intermedio,San Pedro,2.0
SEVILLA,VALLE DEL CAUCA,76736,43890,818.0,2,Intermedio,Sevilla,2.0
TORO,VALLE DEL CAUCA,76823,15013,855.0,2,Intermedio,Toro,2.0
TRUJILLO,VALLE DEL CAUCA,76828,19790,644.0,2,Intermedio,Trujillo,2.0
TULUÁ,VALLE DEL CAUCA,76834,233385,2569.0,1,Ciudades y Aglomeraciones,Tulua,2.0
ULLOA,VALLE DEL CAUCA,76845,5847,1398.0,1,Ciudades y Aglomeraciones,Ulloa,2.0
VERSALLES,VALLE DEL CAUCA,76863,7475,373.0,3,Rural,Versalles,2.0
VIJES,VALLE DEL CAUCA,76869,13324,1183.0,1,Ciudades y Aglomeraciones,Vijes,2.0
YOTOCO,VALLE DEL CAUCA,76890,16466,503.0,2,Intermedio,Yotoco,3.0
YUMBO,VALLE DEL CAUCA,76892,108895,4731.0,1,Ciudades y Aglomeraciones,Yumbo,2.0
ZARZAL,VALLE DEL CAUCA,76895,43252,1177.0,1,Ciudades y Aglomeraciones,Zarzal,2.0
ARAUCA,ARAUCA,81001,101658,176.0,3,Rural,Arauca,3.0
ARAUQUITA,ARAUCA,81065,64172,211.0,3,Rural,Arauquita,3.0
CRAVO NORTE,ARAUCA,81220,4631,9.0,4,Rural Disperso,Cravo Norte,3.0
FORTUL,ARAUCA,81300,24446,211.0,3,Rural,Fortul,3.0
PUERTO RONDÓN,ARAUCA,81591,5290,23.0,4,Rural Disperso,Puerto Rondon,3.0
SARAVENA,ARAUCA,81736,65754,697.0,2,Intermedio,Saravena,3.0
TAME,ARAUCA,81794,54772,101.0,3,Rural,Tame,3.0
YOPAL,CASANARE,85001,196758,793.0,2,Intermedio,Yopal,2.0
AGUAZUL,CASANARE,85010,41758,290.0,3,Rural,Aguazul,3.0
CHÁMEZA,CASANARE,85015,2581,83.0,4,Rural Disperso,Chameza,3.0
HATO COROZAL,CASANARE,85125,14092,26.0,4,Rural Disperso,Hato Corozal,3.0
LA SALINA,CASANARE,85136,1450,73.0,4,Rural Disperso,La Salina,3.0
MANÍ,CASANARE,85139,18551,49.0,4,Rural Disperso,Mani,3.0
MONTERREY,CASANARE,85162,19752,254.0,3,Rural,Monterrey,3.0
NUNCHÍA,CASANARE,85225,10139,92.0,4,Rural Disperso,Nunchia,3.0
OROCUÉ,CASANARE,85230,14280,30.0,4,Rural Disperso,Orocue,3.0
PAZ DE ARIPORO,CASANARE,85250,41591,34.0,4,Rural Disperso,Paz De Ariporo,3.0
PORE,CASANARE,85263,13068,167.0,3,Rural,Pore,3.0
RECETOR,CASANARE,85279,1601,88.0,4,Rural Disperso,Recetor,3.0
SABANALARGA,CASANARE,85300,4156,104.0,3,Rural,Sabanalarga,3.0
SÁCAMA,CASANARE,85315,2413,77.0,4,Rural Disperso,Sacama,3.0
SAN LUIS DE PALENQUE,CASANARE,85325,9135,31.0,4,Rural Disperso,San Luis De Palenque,3.0
TÁMARA,CASANARE,85400,7181,66.0,4,Rural Disperso,Tamara,3.0
TAURAMENA,CASANARE,85410,27184,114.0,3,Rural,Tauramena,3.0
TRINIDAD,CASANARE,85430,15432,52.0,4,Rural Disperso,Trinidad,3.0
VILLANUEVA,CASANARE,85440,40816,490.0,3,Rural,Villanueva,3.0
MOCOA,PUTUMAYO,86001,65894,506.0,2,Intermedio,Mocoa,3.0
COLÓN,PUTUMAYO,86219,5954,929.0,2,Intermedio,Colon,3.0
ORITO,PUTUMAYO,86320,41474,214.0,3,Rural,Orito,3.0
PUERTO ASÍS,PUTUMAYO,86568,74264,264.0,3,Rural,Puerto Asis,3.0
PUERTO CAICEDO,PUTUMAYO,86569,17244,186.0,3,Rural,Puerto Caicedo,3.0
PUERTO GUZMÁN,PUTUMAYO,86571,39052,85.0,4,Rural Disperso,Puerto Guzman,3.0
PUERTO LEGUÍZAMO,PUTUMAYO,86573,33166,30.0,4,Rural Disperso,Puerto Leguizamo,3.0
SIBUNDOY,PUTUMAYO,86749,17211,1765.0,1,Ciudades y Aglomeraciones,Sibundoy,3.0
SAN FRANCISCO,PUTUMAYO,86755,6419,158.0,3,Rural,San Francisco,3.0
SAN MIGUEL,PUTUMAYO,86757,21564,569.0,2,Intermedio,San Miguel,3.0
SANTIAGO,PUTUMAYO,86760,7917,232.0,3,Rural,Santiago,3.0
VALLE DEL GUAMUEZ,PUTUMAYO,86865,36335,447.0,3,Rural,Valle Del Guamuez,3.0
VILLAGARZÓN,PUTUMAYO,86885,27494,197.0,3,Rural,Villagarzon,3.0
SAN ANDRÉS,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88001,56241,21058.0,1,Ciudades y Aglomeraciones,San Andres,3.0
PROVIDENCIA,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88564,5940,2711.0,1,Ciudades y Aglomeraciones,Providencia,3.0
LETICIA,AMAZONAS,91001,55691,91.0,4,Rural Disperso,Leticia,3.0
EL ENCANTO,AMAZONAS,91263,2172,2.0,4,Rural Disperso,El Encanto,3.0
LA CHORRERA,AMAZONAS,91405,3246,3.0,4,Rural Disperso,La Chorrera,3.0
LA PEDRERA,AMAZONAS,91407,4307,3.0,4,Rural Disperso,La Pedrera,3.0
LA VICTORIA,AMAZONAS,91430,702,5.0,4,Rural Disperso,La Victoria,3.0
MIRITÍ - PARANÁ,AMAZONAS,91460,1963,1.0,4,Rural Disperso,Miriti - Parana,3.0
PUERTO ALEGRÍA,AMAZONAS,91530,803,1.0,4,Rural Disperso,Puerto Alegria,3.0
PUERTO ARICA,AMAZONAS,91536,1119,1.0,4,Rural Disperso,Puerto Arica,3.0
PUERTO NARIÑO,AMAZONAS,91540,11048,73.0,4,Rural Disperso,Puerto Narino,3.0
PUERTO SANTANDER,AMAZONAS,91669,1994,1.0,4,Rural Disperso,Puerto Santander,3.0
TARAPACÁ,AMAZONAS,91798,4435,5.0,4,Rural Disperso,Tarapaca,3.0
INÍRIDA,GUAINÍA,94001,38767,25.0,4,Rural Disperso,Inirida,3.0
BARRANCOMINAS,GUAINÍA,94343,11326,8.0,4,Rural Disperso,Barrancominas,3.0
SAN FELIPE,GUAINÍA,94883,2051,7.0,4,Rural Disperso,San Felipe,3.0
PUERTO COLOMBIA,GUAINÍA,94884,2273,1.0,4,Rural Disperso,Puerto Colombia,3.0
LA GUADALUPE,GUAINÍA,94885,341,3.0,4,Rural Disperso,La Guadalupe,3.0
CACAHUAL,GUAINÍA,94886,1039,5.0,4,Rural Disperso,Cacahual,3.0
PANA PANA,GUAINÍA,94887,2371,2.0,4,Rural Disperso,Pana Pana,3.0
MORICHAL,GUAINÍA,94888,1072,1.0,4,Rural Disperso,Morichal,3.0
SAN JOSÉ DEL GUAVIARE,GUAVIARE,95001,64930,39.0,4,Rural Disperso,San Jose Del Guaviare,3.0
CALAMAR,GUAVIARE,95015,11935,9.0,4,Rural Disperso,Calamar,3.0
EL RETORNO,GUAVIARE,95025,17957,14.0,4,Rural Disperso,El Retorno,3.0
MIRAFLORES,GUAVIARE,95200,8415,7.0,4,Rural Disperso,Miraflores,3.0
MITÚ,VAUPÉS,97001,35749,22.0,4,Rural Disperso,Mitu,3.0
CARURÚ,VAUPÉS,97161,3708,6.0,4,Rural Disperso,Caruru,3.0
PACOA,VAUPÉS,97511,4918,4.0,4,Rural Disperso,Pacoa,3.0
TARAIRA,VAUPÉS,97666,2658,4.0,4,Rural Disperso,Taraira,3.0
PAPUNAHUA,VAUPÉS,97777,844,2.0,4,Rural Disperso,Papunahua,3.0
YAVARATÉ,VAUPÉS,97889,1265,3.0,4,Rural Disperso,Yavarate,3.0
PUERTO CARREÑO,VICHADA,99001,22963,19.0,4,Rural Disperso,Puerto Carreno,3.0
LA PRIMAVERA,VICHADA,99524,11380,6.0,4,Rural Disperso,La Primavera,3.0
SANTA ROSALÍA,VICHADA,99624,4732,13.0,4,Rural Disperso,Santa Rosalia,3.0
CUMARIBO,VICHADA,99773,88392,14.0,4,Rural Disperso,Cumaribo,3.0
